word	book0	book1	book2
devoted	0	4	1
devotedly	0	3	1
devotee	0	1	0
devotion	0	1	3
devotional	0	0	1
devour	0	3	2
devout	0	1	0
devoutly	0	1	0
dew	0	0	1
dewelop	0	2	0
dexterity	0	0	2
dexterous	0	0	1
dexterously	0	1	1
diabolic	0	1	0
dial	0	0	1
dialect	0	1	0
dialogue	1	5	9
diamond	0	5	1
diana	0	0	1
dice	0	1	0
dick	8	0	14
dicken	2	3	4
dickens	3	1	0
dictate	0	3	1
dictionary	0	1	0
dictment	0	0	1
didst	0	1	0
die	16	53	90
died	0	0	1
diem	0	0	1
diet	0	0	2
dietary	0	0	2
diff	0	0	1
differ	0	2	0
difference	0	5	5
different	2	11	19
differently	0	0	5
difficult	1	18	10
difficulty	0	16	18
diffidence	0	2	0
diffuse	1	0	1
dig	1	19	0
digestive	0	1	0
digger	0	1	2
diggin	0	2	0
dignified	0	0	2
dignify	0	0	3
dignitary	0	0	1
dignity	0	2	12
dilapidate	0	0	1
dilate	0	2	2
dilber	6	0	0
dilemma	0	0	1
dim	2	9	14
dimension	0	1	0
diminish	1	3	2
diminished	0	0	1
diminutive	0	0	1
dimly	1	4	0
dimmer	0	1	0
dimpled	1	0	0
din	0	0	2
dine	5	10	1
ding	5	0	0
dingiest	0	1	0
dingy	2	5	0
dining	1	1	0
dinner	17	16	17
dint	0	3	2
dip	1	5	2
diplomacy	0	1	0
dire	0	3	0
direct	1	21	18
directing	0	1	0
direction	2	20	37
directly	2	11	29
director	1	0	0
directress	0	1	0
dirge	1	0	0
dirt	1	3	11
dirtiest	0	0	1
dirty	2	8	24
disadvantage	0	2	1
disagree	0	0	1
disagreeable	1	4	3
disappear	0	4	17
disappearance	0	2	2
disappoint	0	0	5
disappointed	1	3	5
disappointing	0	1	0
disappointment	0	4	6
disapprove	0	1	0
disarm	0	1	0
discard	0	1	1
discern	0	2	4
discernible	0	1	2
discharge	0	5	11
discharged	0	1	0
disciple	0	2	0
disclaim	2	1	1
disclaimer	4	4	4
disclose	2	4	15
disclosure	0	4	7
discolour	0	1	4
discomfit	0	1	0
discomfort	0	1	1
discompose	0	1	0
discomposure	0	0	1
disconcert	0	4	2
disconsolately	0	0	1
discontent	0	1	4
discontinue	1	1	1
discordant	0	0	2
discourse	0	5	5
discover	3	16	15
discovering	0	0	1
discovery	0	5	16
discreditable	0	1	0
discreet	0	2	2
discretion	0	1	0
discrimination	0	0	1
discursive	0	0	1
discuss	1	5	3
discussion	0	1	4
disdain	0	0	4
disdainful	0	1	0
disdaining	1	0	0
disease	1	4	3
disengage	0	1	10
disfigure	0	3	0
disfigured	0	0	1
disfigurement	0	2	0
disgorge	1	0	0
disgrace	0	6	8
disgraceful	0	0	1
disguise	0	3	3
disgust	1	0	5
dish	2	0	2
dishonesty	0	0	1
dishonour	0	1	3
disinclination	0	0	1
disincline	0	1	0
disinherit	0	2	0
disintereste	1	0	0
disinterestedly	0	2	0
disjoint	1	1	1
disjointed	0	0	1
disk	1	1	1
dislike	2	4	4
dismal	5	5	15
dismally	0	0	1
dismantle	0	0	2
dismay	1	0	3
dismayed	1	0	0
dismiss	3	3	2
dismissal	0	2	0
dismount	1	3	3
disobey	0	1	0
disorder	1	8	5
disordered	0	1	1
disorderly	0	1	0
disorganise	0	2	0
disorganised	0	1	0
disparage	0	1	0
disparagement	0	1	2
dispatch	0	0	4
dispel	2	0	3
dispensary	0	0	1
dispense	0	2	0
dispersal	0	1	0
disperse	0	5	2
displace	2	2	0
displacement	0	1	0
display	7	9	21
displeased	0	1	0
displeasure	0	2	1
disposal	0	0	1
dispose	1	5	18
disposed	0	2	14
disposition	0	3	8
disproportionate	0	1	0
dispute	0	0	8
disquiet	0	2	0
disregard	0	0	2
disreputable	0	1	1
disrespect	0	0	1
disrespectful	0	1	0
disrespectfully	0	1	0
dissatisfaction	0	1	0
dissatisfied	0	2	0
dissemble	0	0	1
dissertation	0	0	1
dissimulation	0	1	1
dissipate	0	1	1
dissociate	0	2	0
dissolute	0	1	1
dissolve	1	1	0
dissonance	0	1	0
dissuade	0	0	1
distance	4	22	36
distant	0	11	12
distasteful	0	2	0
distend	0	0	1
distiller	0	0	1
distinct	2	1	4
distinction	0	3	3
distinctly	1	4	6
distinctness	1	1	4
distinguish	1	2	3
distinguishable	0	0	1
distort	0	0	3
distorted	0	0	1
distortedly	0	1	0
distract	1	7	5
distracted	0	1	2
distractedly	0	0	3
distracting	0	1	0
distraction	0	1	2
distress	1	10	4
distressed	0	2	1
distressful	0	1	0
distribute	19	18	17
distribution	6	7	7
distributor	1	1	1
district	0	0	3
distrust	0	6	2
distrusted	0	0	1
distrustfully	0	1	0
disturb	3	10	10
disturbance	0	1	2
disturbed	0	4	1
disuse	1	2	0
ditch	0	4	19
diurnal	0	0	1
div	3	2	1
dive	1	0	3
diver	0	2	3
diverge	0	1	1
diversify	0	2	0
diversion	0	2	0
diversity	0	1	1
divert	2	1	1
divide	0	8	8
divine	0	4	2
divinity	0	1	0
division	0	1	0
divorce	0	0	1
dizzy	0	0	1
do	23	85	105
doat	0	0	1
dobody	0	0	1
docile	0	1	0
dock	0	4	7
dockhead	0	0	1
dockyard	0	2	0
doctor	0	226	129
doctrine	0	2	0
document	0	4	2
dodg	0	0	1
dodge	0	0	2
dodged	0	0	1
dodger	0	0	120
doer	0	1	0
doff	0	1	0
dog	6	30	94
doggedly	0	1	2
dogs	0	1	0
doin	0	0	1
doing	1	0	0
doleful	0	3	0
doll	1	9	0
dolorous	0	1	0
dolt	0	1	0
domain	8	2	2
dome	0	0	1
domestic	1	6	4
domesticate	0	1	1
domicile	0	1	2
dominant	0	2	0
dominate	0	1	0
domination	0	1	1
domini	0	1	0
dominion	1	3	0
domino	0	3	0
dominoes	0	1	0
don	0	0	1
donate	4	5	5
donation	16	16	16
done	3	13	8
dong	6	0	0
donkey	0	0	8
donor	1	1	1
doom	2	8	1
doomed	0	1	0
door	47	163	257
doorless	0	0	1
doorpost	0	2	0
doorstep	1	0	2
doorway	2	8	3
dormant	0	1	0
dormer	0	1	0
dose	0	1	2
dot	3	0	3
doting	0	0	1
double	3	7	11
doubled	0	0	1
doubly	0	3	1
doubt	13	48	28
doubted	0	1	0
doubtful	0	2	11
doubtfully	1	2	3
doubtless	1	2	3
dove	0	0	2
dover	0	16	0
dow	0	0	1
dowerless	1	0	0
downcast	1	0	0
downiest	0	0	1
download	1	1	1
downright	0	0	1
downstairs	1	6	18
downward	2	1	2
doze	1	4	5
dozed	0	0	2
dozen	5	14	11
dozing	0	0	2
dr	2	0	0
drab	0	0	8
draft	0	1	0
drag	4	11	24
dragged	0	0	1
draggin	0	0	1
dragging	0	0	1
dragon	0	1	0
dragoon	0	1	0
drain	0	1	2
drainage	0	1	0
dram	0	0	1
drank	0	11	5
drape	1	0	0
drapery	0	1	0
drat	0	0	2
draught	0	1	8
draw	11	62	106
drawback	0	1	2
drawbridge	0	9	0
drawer	1	8	5
drawing	0	8	16
drawl	0	1	0
drawn	0	1	0
drayma	0	0	1
dread	6	23	9
dreadful	4	24	24
dreadfully	1	4	2
dream	5	12	11
dreamed	1	0	1
dreaming	0	0	1
dreamlike	0	1	0
drearily	0	1	0
dreary	2	3	7
dreg	0	2	0
dress	15	39	33
dressed	1	2	2
dressing	3	0	0
drew	0	0	3
drift	0	3	2
drill	0	1	0
drily	0	1	1
drink	6	45	38
drinker	0	1	0
drinking	0	11	5
drip	1	2	0
drive	4	29	27
driver	0	5	10
driving	0	1	0
drizzle	0	0	1
droll	0	3	2
droop	1	8	3
drooped	0	1	1
drop	5	63	47
dropcap	0	1	0
dropping	0	0	1
dropsical	0	1	0
drover	0	0	2
drown	0	6	3
drowsily	0	0	2
drowsiness	1	0	0
drowsy	0	0	2
drubbing	0	0	1
drudge	0	1	2
drum	0	11	0
drummer	0	1	0
drunk	1	7	6
drunken	3	4	8
drunkeness	0	0	1
drunkenness	0	1	1
dry	3	11	13
dubious	0	1	0
dubiously	0	3	0
duck	0	1	2
due	1	6	4
duel	0	0	1
duet	0	0	1
duff	0	0	20
dug	0	1	0
dull	8	12	11
dullness	0	0	1
duly	0	1	1
dumb	1	3	5
dummy	0	0	1
dumple	0	1	0
dungeon	0	1	1
dunstan	1	1	0
dupe	0	0	2
duplicate	0	0	1
duration	0	1	1
durst	0	1	1
dusk	0	4	2
dusky	2	2	2
dust	2	21	14
dusty	1	5	4
dutch	2	0	0
duteous	0	0	1
dutiful	0	2	2
duty	0	23	16
dwarf	0	1	1
dwarfish	1	0	0
dwell	0	5	1
dweller	0	0	1
dwelling	3	2	3
dwelt	0	2	0
dwindle	0	0	1
dwindled	1	0	0
dye	0	5	1
dyeing	0	1	0
dying	0	2	4
e	23	24	24
eager	2	7	10
eagerly	0	1	22
eagerness	2	4	8
eagle	0	1	1
ear	7	35	46
early	3	22	24
earn	0	4	4
earnest	2	9	21
earnestly	0	3	10
earnestness	2	5	2
earring	0	1	0
earth	6	31	19
earthenware	0	1	0
earthly	0	5	1
earthquake	0	2	0
earthy	1	0	1
earwigged	0	0	1
ease	1	13	15
easier	0	1	0
easily	2	13	16
east	0	3	1
easterly	1	1	0
eastern	0	0	1
eastward	0	1	0
easy	7	18	14
eat	7	21	40
eatable	0	0	2
eatables	0	0	1
eaten	0	1	1
eating	0	1	0
eavesdropper	0	2	0
ebb	0	2	0
ebenezer	9	0	0
ebook	20	20	20
ebooks	2	1	1
ebullition	0	0	1
eccentric	0	2	4
eccentricity	0	2	0
ecclesiastic	0	2	0
echo	4	39	13
echoed	1	0	2
echoes	0	2	0
echoing	0	1	0
echoless	0	1	0
ecod	0	1	1
economy	0	1	1
ecstasy	2	0	4
ectasy	0	0	2
eddy	0	2	2
eden	0	1	0
edge	1	4	2
edifice	0	2	0
edify	0	1	1
edition	8	5	5
editor	0	1	0
edmonton	0	0	1
educate	0	0	1
education	0	0	2
educational	1	1	1
edward	0	0	3
edwin	0	0	1
ee	0	0	1
eeeeee	1	0	0
eel	0	0	1
effect	2	17	32
effective	0	0	2
effectual	0	0	1
effectually	0	0	5
efficacy	0	3	1
efficient	0	0	1
effort	7	15	29
egress	0	1	0
eh	2	9	42
eight	2	18	14
eighteen	2	7	3
eighth	0	1	0
eightieth	0	1	0
eighty	0	5	0
ein	1	1	1
either	5	32	31
ejaculate	0	1	2
ejaculated	0	0	1
ejaculation	0	0	1
eke	1	1	0
elapse	0	0	1
elastic	0	1	1
elate	0	1	0
elated	0	0	2
elbow	2	13	8
elbowing	0	0	1
elbows	1	0	0
eld	2	9	6
elder	0	4	0
elderly	0	5	6
elect	1	1	1
election	0	0	1
electronic	27	27	27
electronically	2	2	2
elegance	0	1	2
elegant	0	3	1
elegantly	0	2	0
element	0	0	2
elephant	0	1	0
elevate	0	3	1
elevated	0	0	1
elevating	0	0	1
elevation	0	1	1
eleven	2	5	11
elicit	0	4	2
elicited	1	0	0
eligible	0	4	1
elm	0	0	2
elongate	0	1	0
eloquence	0	0	1
eloquent	0	1	0
else	9	26	27
elsewhere	1	5	4
elucidative	0	0	1
elude	0	0	1
elysium	0	0	1
em	12	13	84
emaciate	0	1	0
email	3	2	2
emanate	0	0	1
embankment	0	1	0
embarrassed	1	1	1
embarrassing	1	1	0
embarrassment	0	3	2
embellish	0	1	1
embellishment	0	1	1
ember	0	3	0
emblem	1	2	0
embolden	0	0	1
embrace	1	20	7
embracing	0	1	0
embrasure	0	1	0
embroider	0	2	0
embroidery	0	1	0
emerge	1	9	14
emergence	0	1	0
emergency	0	1	3
emigrant	0	23	0
eminence	0	1	0
eminent	0	1	0
emissaries	0	1	0
emissary	0	2	0
emitted	0	0	1
emotion	5	7	13
emotional	0	1	0
empannelle	0	1	0
emphasis	0	3	8
emphatic	0	4	2
emphatically	1	2	3
employ	1	10	13
employee	3	2	2
employer	0	1	1
employment	0	5	3
emporium	0	0	1
empty	2	11	25
emulative	0	1	0
en	0	0	1
enable	0	4	9
enabled	0	0	1
encamped	0	1	0
encampment	0	1	0
encase	0	0	1
enchant	0	2	0
enchanted	0	1	0
enchanter	0	1	0
enchantment	0	1	0
encircle	0	0	1
encircled	0	1	0
enclose	0	2	1
encode	1	1	1
encomium	0	0	2
encompass	1	5	0
encompasse	0	0	1
encounter	0	5	16
encourage	1	7	8
encouraged	0	1	0
encouragement	0	3	1
encouraging	0	0	1
encrust	0	0	1
encumber	0	1	3
end	21	50	57
endanger	0	2	1
endangered	0	1	0
endear	0	0	1
endeavour	7	4	14
endeavouring	0	0	3
ended	0	0	1
ending	0	1	0
endless	0	0	2
endow	0	0	2
endowment	0	1	1
endue	0	1	0
endurance	0	4	1
endure	0	5	1
enemie	0	0	1
enemies	0	1	0
enemy	0	14	5
energetic	0	2	0
energetically	0	0	1
energy	1	6	12
enfold	0	2	0
enforce	0	2	1
engage	2	16	16
engaged	0	2	0
engagement	0	1	0
engender	0	5	3
engine	0	2	3
england	0	40	3
english	1	47	5
englishman	0	6	2
englishwoman	0	1	0
engraine	0	1	0
engrave	0	0	3
engross	0	1	0
engrosse	1	0	0
enhance	0	0	1
enjoy	2	3	2
enjoyable	0	1	0
enjoyment	1	4	0
enlarge	0	1	0
enlighten	0	0	2
enmity	0	0	1
enormous	1	0	1
enough	23	71	105
enrage	0	1	0
enrich	0	1	0
enshrine	0	0	1
enshroud	1	1	0
enshrouded	0	0	1
ensnare	0	0	1
ensue	2	0	7
ensure	1	3	1
ent	0	1	0
entangle	0	1	1
enter	12	30	47
entered	0	0	1
enterprise	0	0	1
entertain	0	3	11
entertainment	0	4	1
enthrone	0	1	1
enthroned	1	0	0
enthusiasm	0	0	4
enthusiastic	0	0	1
enthusiastically	0	1	0
entice	0	0	1
entire	0	0	2
entirely	1	4	7
entitle	0	0	1
entity	3	3	3
entrance	0	2	7
entreat	1	11	2
entreated	0	0	1
entreatie	0	0	1
entreatin	0	1	0
entreaty	2	4	1
entries	0	1	0
entrust	0	2	0
entry	1	3	4
entwine	0	0	2
enumerate	0	1	0
envelop	0	0	4
enviable	0	0	1
environ	0	3	0
envy	1	1	0
epicure	0	1	0
episcopal	0	1	0
epitaph	0	0	1
epithet	0	0	1
epoch	0	2	0
epubs	0	1	1
equably	0	1	0
equal	1	2	10
equality	0	7	0
equally	0	9	7
equanimity	0	0	2
equidistant	0	1	0
equip	0	1	2
equipage	0	2	0
equipment	3	3	3
er	1	0	0
era	0	2	0
erase	1	2	0
ere	0	0	10
erect	1	0	5
erence	0	0	1
ernest	0	3	0
err	0	1	2
errand	0	3	11
error	1	2	3
erst	0	1	0
es	0	1	0
escape	2	13	18
escort	1	23	1
escutcheon	0	1	0
especial	1	1	0
especially	5	7	15
espial	0	0	1
esquire	0	0	1
essay	0	0	3
essence	1	1	0
essential	0	2	1
establish	1	6	6
establishment	1	6	4
estate	0	3	1
esteem	1	1	2
esteemed	0	1	0
estimate	0	1	2
estrange	0	1	0
estrangement	0	1	0
eternal	0	5	0
eternally	0	1	0
eternity	1	1	0
european	0	1	0
evade	0	0	2
evaded	0	1	0
evanescence	0	1	0
evaporate	0	0	1
evasion	0	0	1
evasive	0	0	1
evasively	0	1	1
eve	5	0	1
eve16	1	0	0
even	20	129	124
evening	6	31	27
event	3	9	18
eventide	0	1	0
eventually	0	0	1
ever	32	119	87
evergreen	1	0	0
everlasting	0	1	0
evermore	1	1	0
every	41	122	125
everybody	6	14	15
everything	12	27	22
everywhere	1	5	2
evidence	1	8	11
evident	0	3	7
evidently	0	13	10
evil	2	11	13
evince	0	0	4
evincing	0	1	1
evoke	0	2	0
evolution	0	0	1
evrã	0	46	0
ex	0	0	1
exact	0	6	6
exactly	1	16	9
exaggerated	0	1	0
exaggeration	0	1	1
exalt	1	3	2
exaltation	0	1	0
exalted	0	1	2
examination	0	5	2
examine	2	18	4
examiner	0	0	1
example	1	4	6
exasperate	0	0	1
exasperation	0	1	0
exceed	1	1	5
exceedingly	3	6	1
excellence	0	0	5
excellent	1	6	6
except	5	29	28
excepted	0	1	0
exception	0	2	1
exceptional	0	1	0
excess	0	0	1
excessive	0	0	5
exchange	2	7	23
excitable	0	0	3
excite	1	1	7
excited	1	5	4
excitement	2	3	12
exciting	0	0	4
exclaim	13	16	57
exclamation	0	2	18
exclude	0	2	1
exclusion	1	1	1
exclusive	1	1	2
excrescence	2	0	0
excruciating	0	0	1
excursion	0	1	0
excuse	3	7	6
execrable	1	0	0
execration	0	1	4
execute	0	9	4
execution	0	5	4
executioner	0	3	0
executive	1	0	0
executor	1	0	0
exemplary	0	1	0
exempt	2	2	3
exercise	0	12	15
exert	0	0	1
exertion	0	2	5
exhalation	0	0	1
exhaust	1	2	5
exhausted	1	1	3
exhausting	0	0	1
exhaustion	0	2	3
exhibit	0	0	4
exile	0	2	0
exist	1	4	10
existence	0	5	6
exmouth	0	0	1
exonerate	0	0	2
exordium	0	1	0
expand	0	0	1
expansion	0	0	1
expatiate	0	0	3
expect	8	26	27
expectancy	0	0	1
expectant	1	0	0
expectantly	0	1	0
expectation	2	7	9
expediency	0	0	1
expedient	0	0	6
expedition	0	0	16
expeditiously	0	1	1
expend	2	1	4
expenditure	0	0	1
expense	3	4	8
expensive	0	0	3
experience	0	6	16
experienced	0	0	5
experiment	0	2	0
experimental	0	0	3
expert	0	2	1
expiation	0	1	0
expiration	0	0	2
expire	0	0	1
explain	1	20	10
explainin	0	1	0
explaining	0	0	1
explanation	5	4	10
explanatory	0	1	1
explicit	0	3	1
explore	0	1	0
explorer	0	0	1
explosion	0	0	1
explosive	0	1	0
exponent	0	1	0
export	1	1	1
expose	1	1	1
expostulation	0	1	0
exposure	0	0	3
expound	0	2	0
express	5	18	23
expression	4	35	28
expressive	0	6	10
expressively	0	0	2
expressly	0	7	0
exquisite	0	2	3
exquisitely	0	0	1
extant	0	0	1
extemporise	0	1	0
extend	0	11	6
extended	0	0	2
extensive	1	2	4
extent	2	6	10
extenuation	0	0	1
exterior	0	1	0
exterminate	0	3	0
extermination	0	4	0
external	1	3	4
extinguish	1	4	1
extinguished	0	1	0
extinguisher	3	2	0
extort	0	0	2
extortion	0	1	0
extra	1	5	3
extract	1	4	2
extraction	0	1	0
extraneous	0	0	1
extraordinary	1	10	12
extravagance	1	0	0
extravagant	1	2	0
extravagantly	0	1	0
extreme	1	3	5
extremely	2	4	2
extremity	1	0	0
extricate	0	0	1
exuding	0	1	0
exult	1	0	0
exultant	0	2	0
exultation	0	1	1
exultingly	0	0	1
eye	37	195	269
eyebrow	2	12	6
eyed	0	1	9
eyeing	0	1	1
eyelid	0	1	1
eyelids	0	0	1
eyes	1	6	1
f	10	11	11
f3	1	0	0
fabled	0	1	0
fabric	0	1	0
fabulous	0	1	0
face	38	243	217
faced	1	1	4
facedest	0	0	1
facetious	2	0	3
facetiousness	0	0	1
facilitate	0	1	2
facility	1	2	1
fact	3	14	33
factious	1	0	0
factor	0	0	1
faculty	0	4	1
fade	5	5	4
faebd0	0	1	0
fag	0	1	0
fagid	0	0	1
fagin	0	0	309
fagot	0	1	0
faguey	0	0	4
fail	1	15	22
failure	0	2	2
fain	1	1	4
faint	1	16	16
fainter	0	3	0
fainting	0	1	3
faintly	2	4	6
faintness	0	3	0
fair	4	21	12
fairbanks	1	0	0
fairest	0	0	4
fairly	0	0	6
fairy	0	3	0
faith	1	9	0
faithful	1	7	5
faithfully	0	3	2
fall	19	95	106
fallen	0	1	0
falling	0	0	1
false	2	7	1
falsehood	0	0	3
falsely	0	1	0
falter	3	8	7
faltered	0	0	2
fame	0	0	2
familiar	4	8	9
familiarity	0	0	2
familiarly	0	0	2
family	14	38	20
famine	0	2	2
famish	0	3	0
famous	0	5	1
fan	3	3	1
fancied	0	1	0
fanciful	0	1	0
fancy	3	27	20
fang	0	0	36
fantastic	0	2	2
far	9	82	67
farden	0	4	0
fare	0	5	0
farewell	0	5	3
farm	0	2	6
farmer	1	13	4
farming	0	0	1
farrier	0	3	0
farth	0	0	6
farthe	1	0	1
farther	0	0	1
farthing	0	1	2
fascinated	0	1	0
fascinating	0	1	0
fascination	0	1	1
fascinator	0	0	1
fashion	0	11	2
fashionable	1	0	0
fashioned	1	4	1
fast	6	43	37
fasten	2	3	8
fastening	0	0	1
fat	4	1	13
fatal	0	8	3
fatally	0	1	0
fate	2	12	7
father	17	197	34
fathom	1	0	0
fatigue	0	4	6
fatigued	0	2	1
fatigues	1	0	1
fatness	1	0	0
fatten	0	0	1
faugh	0	0	1
fault	0	7	11
favour	3	27	18
favourable	0	1	5
favourite	0	5	3
fawn	0	1	0
fear	5	34	70
fearful	1	7	8
fearfully	0	2	1
fearless	0	1	0
feasible	0	0	1
feast	3	0	0
feasting	0	1	0
feat	0	0	3
feather	3	5	0
featherweight	0	0	1
feathery	0	2	0
feature	3	7	18
features	0	0	1
fed	0	0	4
federal	2	2	2
fee	12	12	13
feeble	1	7	16
feebler	0	3	0
feebly	1	1	6
feed	1	4	4
feeding	0	0	1
feel	17	53	105
feeling	2	12	34
feelingly	0	2	0
feet	0	0	1
feign	1	3	1
feigned	0	1	1
feigning	0	0	2
feint	1	1	2
felicitously	0	1	0
felicity	0	2	2
fell	0	1	2
feller	0	0	5
fellow	16	54	50
fellowship	0	2	1
felon	0	1	2
felony	0	0	1
felt	0	2	4
female	0	6	17
feminine	0	2	1
fence	0	1	3
fender	0	0	3
ferocious	2	2	3
ferocity	0	2	5
ferret	1	2	0
ferry	0	0	1
fertile	0	0	1
fertility	0	0	1
fervency	0	0	1
fervent	0	5	3
fervently	0	3	1
fervour	1	3	3
fester	0	0	1
festival	0	1	0
festive	1	0	1
festivity	1	0	0
fetch	2	4	10
fetched	1	0	1
fetter	1	1	2
feudal	0	1	0
fever	0	7	23
fevere	0	0	1
feverish	0	2	1
feverishly	0	0	2
few	0	3	1
fewest	0	0	1
fezziwig	26	0	0
fezziwig54	1	0	0
fickleness	0	1	0
fiction	0	0	1
fictitious	1	1	1
fiddle	0	0	1
fiddler	4	0	0
fidelity	0	4	0
fidget	0	1	0
field	3	6	29
fiend	0	1	0
fierce	0	10	13
fiercely	1	2	7
fiercer	0	1	1
fiery	1	0	0
fifteen	3	5	5
fifteenth	0	0	2
fifth	1	3	0
fiftieth	0	0	1
fifty	5	20	14
fig	1	1	0
figcenter	1	0	0
fight	1	7	5
fighting	0	0	1
figleft	1	0	0
figright	1	0	0
figure	8	58	25
filament	0	1	0
filbert	1	0	0
file	6	7	6
filenumber	1	0	0
filing	0	1	0
fill	7	22	36
filter	0	1	0
filth	1	0	3
filthiest	0	0	2
filthy	0	2	5
final	0	8	3
finally	0	12	5
finance	0	3	1
financial	1	1	1
find	28	116	110
finding	2	0	3
fine	5	29	20
fineness	0	1	0
finesse	0	1	0
finest	0	1	0
finger	8	53	23
finish	2	15	6
finished	0	2	4
finsbury	0	0	1
fire	35	70	85
firearm	0	0	1
firemen	0	0	1
fireplace	3	0	3
fireside	1	0	2
firewood	0	4	0
firm	3	4	6
firmament	0	0	1
firmly	0	4	21
firmness	0	6	5
first	36	118	169
firstly	0	1	0
fish	3	7	3
fisherman	0	4	0
fishing	0	5	1
fist	0	1	11
fisted	1	0	0
fit	2	14	22
fitful	0	3	0
fitfully	0	1	0
fitness	1	1	1
fitting	0	1	1
five	9	49	47
five137	1	0	0
five147	1	0	0
fix	3	13	41
fixedly	1	5	3
flag	0	4	0
flambeau	0	5	0
flambeaux	0	1	0
flame	1	10	6
flank	0	1	0
flannel	1	0	1
flap	0	4	1
flare	2	3	2
flaring	0	2	0
flash	1	10	14
flat	1	1	7
flatly	0	0	1
flatten	0	1	0
flatter	0	3	0
flattered	0	1	0
flattering	0	1	0
flaunt	1	0	2
flavour	2	3	1
flaxen	0	4	0
flay	0	1	0
flee	1	1	4
fleet	0	12	0
fleeting	0	0	2
fleme	0	0	2
fleming	0	0	1
flesh	1	0	6
flew	0	0	1
flicker	1	0	0
flickered	0	1	0
flickering	0	1	0
flight	1	8	15
flightly	0	0	1
flinch	0	1	1
fling	1	5	10
flint	1	3	0
flinty	0	1	0
flirt	0	1	0
float	6	5	1
flock	1	2	2
flog	0	0	3
flood	1	2	3
floor	7	24	44
flop	0	14	0
floppin	0	1	0
flopping	0	2	0
florid	0	3	0
flounce	0	0	1
flounder	0	1	0
floundering	0	1	0
flour	1	0	0
flourish	0	5	5
flow	0	6	4
flowed	0	1	0
flower	1	6	12
flowery	1	0	0
fluctuate	1	0	0
flung	0	1	2
flurry	0	0	1
flush	3	4	2
flushed	1	0	3
flute	0	0	3
flutter	1	7	5
fluttering	1	0	0
fly	2	18	12
flying	0	2	2
foal	0	1	0
foam	0	3	4
fob	0	0	1
foe	0	3	1
fog	6	0	2
fogel	0	0	1
foggier	1	0	0
foggy	2	0	1
fogle	0	0	1
fogs	0	2	0
foible	0	0	1
foist	0	1	0
fol	0	0	1
fold	4	13	23
folding	1	0	0
folk	1	1	4
follere	0	0	1
follow	12	65	100
followed	0	2	2
follower	1	2	0
folly	0	1	3
fond	1	0	16
fondling	0	0	1
fondly	1	1	1
fondness	0	0	1
font	4	0	7
food	0	5	12
fool	2	4	9
foolery	0	0	3
foolish	0	3	4
foolishness	0	1	0
foot	10	68	81
footed	0	1	0
footing	0	1	0
footman	0	0	1
footnote	0	0	1
footpace	0	1	0
footpath	0	1	3
footprint	0	0	1
footsore	0	1	0
footstep	0	22	15
footsteps	0	1	1
footstool	2	1	0
footway	0	2	0
forage	0	1	0
forasmuch	0	2	1
foray	0	1	0
forbade	0	1	0
forbear	1	0	0
forbearance	1	1	1
forbid	1	7	3
forbore	0	0	1
forborne	0	2	0
force	3	42	38
forcible	0	2	0
forcibly	0	1	4
fore	0	3	1
foreboding	0	1	0
forefather	0	1	0
forefing	0	1	2
forefinger	0	6	5
forego	0	0	3
foregone	0	0	1
forehead	2	23	12
foreign	3	6	4
foreigner	0	5	0
foreman	0	1	0
foremost	1	4	6
forenoon	0	2	1
forensic	0	1	0
forensically	0	1	0
forerd	0	0	1
forerunner	0	0	1
foresaw	0	2	0
foresee	0	4	4
foreseen	0	2	0
foreshadow	1	1	0
foresight	0	0	1
forest	0	6	1
forestall	0	0	2
forester	0	2	0
foretaste	0	0	1
foretold	1	0	0
forever	0	1	2
forfeit	3	5	0
forge	1	5	1
forger	0	2	0
forgery	0	3	0
forget	10	19	28
forgetful	0	2	0
forgetfulness	0	1	1
forgetting	0	0	1
forgive	3	7	4
forgiveness	1	1	0
forgot	0	3	6
forgotten	0	1	1
fork	1	1	5
forlorn	0	5	0
forlorner	0	1	0
forlornness	0	1	0
form	12	37	38
formal	0	4	1
formality	0	0	2
formally	0	1	2
format	6	6	5
former	8	14	29
formerly	0	5	1
formidable	0	0	1
forsook	0	0	1
fort	0	0	1
forth	17	30	46
forthwith	0	0	3
fortify	0	1	0
fortifying	0	0	1
fortin	0	0	1
fortitude	0	1	3
fortnight	0	4	7
fortnightly	0	1	0
fortress	0	9	0
fortun	0	0	2
fortunate	0	7	5
fortunately	0	1	2
fortune	5	15	10
forty	2	15	7
forward	1	28	42
forwards	0	2	2
foul	2	3	1
foulon	0	18	0
found	0	0	2
foundation	25	27	26
founder	3	0	0
foundling	0	0	1
fountain	0	42	0
four	9	48	30
four111	1	0	0
fourpenny	0	0	1
fourscore	0	1	0
fourteen	0	0	2
fourteenth	0	4	0
fourth	0	4	2
fowl	1	1	1
fraction	0	0	1
fracture	0	0	1
fragment	4	8	6
fragrance	1	0	2
frail	1	0	1
frame	1	6	6
framework	0	1	0
france	0	59	2
frank	1	0	2
frantic	0	3	0
fraternal	0	2	0
fraternity	0	7	0
fraud	0	1	3
fraudulently	0	0	1
fraught	1	3	0
fray	0	1	1
fre	1	0	0
freak	0	0	1
fred	11	0	0
free	15	29	26
freedom	0	8	4
freely	5	7	10
freeze	1	0	0
french	1	46	2
